content;score;thumbsUpCount;at;appVersion
jétais sur deezer avant jai changé pour spotify car moins cher mais je trouve que lappli est difficile daccès pas de playlist flow pour avoir des sons diversifiés aléatoires pas de technique facile pour réduire la fenêtre vers le bas lorsque lon entre chez un artiste il ny a que 5 titres présentés et pas plus pas facile daccéder à tous les titres de lartiste déception pour le moment;2;319;27/07/2023;8.8.54.481
jaime cette application seulement sur ipad ou tablette car sur téléphone impossible découter la musique que je veux il faut toujours que ce soit de la musique aléatoire et jaime pas ça car souvent la musique que spotify mets nest pas du tout mon style et puisque je nai pas premium je peux juste passez les chansons 6 fois par heure je recommande mais seulement sur tabletteipad;2;319;21/03/2022;8.7.14.1332
jadore cette application le premium permet vraiment de tout faire en revanche le changement des likes en ne permet plus de voir les musiques déjà likées dans les playlists par exemple cest vraiment dérangeant le fait davoir changé lendroit où les nouveautés des artistes quon suit pop était également une mauvaise idée depuis ce changement je ne consulte plus cet obglet car il est devenu plus difficile daccès et donc invisible;3;319;29/11/2023;8.8.90.893
application très facile dusage qualité des sources audio au top possibilités de partager des playlists en read only ou write avec dautres utilisateurs compte famille où chacun à ses propres playlists groupes préférés dernier point très appréciable une compatibilité parfaite sur pc android android auto même intégré au système volvo un régal;5;314;08/10/2019;8.5.26.1031
tout serait parfait si pour une raison inconnue la musique ne se coupait pas automatiquement obligé dappuyer sur lecture une seconde fois pour quau bout de quelques secondes la musique se coupe de nouveau ce nest pas systématique mais cela arrive au moins une fois où deux par jour et quand ça commence ça ne sarrête pas de le faire durant plusieurs minutes voire heures;2;314;18/12/2023;8.8.96.364
un peu cher 899 je pense cest un bon prix au delà vous ne vous en rendez pas compte que la vie coûte trop cher pour se permettre de garder labonnement indéfiniment sinon première fois que je suis sur une application de musique javais essayé dizzer mais je navais pas du tout aimé le système intuitif concernant nos goûts musicaux est exceptionnel nonobstant je recommande si la musique fait partie intégrante de votre vie et 3 mois gratuit au début donc vraiment worth;4;312;10/01/2024;8.8.96.364
déçue depuis la mise à jour son utilisation ne mest plus intéressante on ne peut plus zapper les chansons comme on le veut si on a pas envie découter le titre et bien on est obligé de lécouter si on a dépassé les 6 tentatives la supression du chan titres me dérange car je ne fait plus de playlists et maintenant quand tappuies sur un titre il ny a quun extrait qui se lance tes obligé dappuyer sur lecture aléatoire pour lancer les titres qui ne commenceront pas par ceux que tu voulais;1;311;12/01/2020;8.5.40.195
depuis pas mal de temps lappli est dune lenteur incroyable obligé de la relancer parfois jai cru que ça venait de mon smartphone mais idem sur ma tablette jai été patient mais ça bdure depuis des mois pour info je suis abonné donc jestime que jai le droit davoir un appli qui fonctionne je songe de plus en plus à retourner chez deezer;1;308;16/07/2021;8.6.44.851
spotify na de cesse de planter depuis les 2 dernières mises à jour cela plante également mon téléphone comment revenir à une version précédente ce quil y a de formidable cest que cest de pire en pire spotify répond une fois sur 10 et les concepteurs ne prennent pas la peine de répondre pourtant je paie un abonnement tous les mois tout ceci donne envie de résilier;1;308;07/11/2021;8.6.74.1176
la meilleure appli de musique que jai utilisé jusquelà dexcellents tarifs jaime latmosphère le design ainsi que la philosophie de spotify cest inexplicable mais lorsque jy entre plus de prises de tête cest intuitif accueil rechercher bibliothèque des réglages au top à laccueil il y a toujours des choses qui mintéressent je trouve majoritairement ce que je cherche la bibliothèque regroupe mes playlists je suis dans mon univers la musique et pour ça merci spotify;5;308;29/03/2020;8.5.50.916
la nouvelle interface est vraiment nulle impossible de retrouver les dernières lectures ou les suggestions à la place on a un fils sans fin de suggestions sans rapport avec ce que lon écoute juste des playlists qui font le buzz sur la plateforme jai bien lintention dannuler mon abonnement et de transférer mes playlists vers le concurrent français deezer;1;305;04/04/2023;8.8.22.510
service pratiquement parfait qui correspond à mes attentes je lutilise du matin au soir la nouvelle interface et lajout dun fil des sorties des artistes que lont suit est une idée géniale mais il y a un problème qui gêne mon expérience quotidienne il est très fréquent de devoir démarrer deux fois lappli sinon les images ne chargent pas et la lecture est impossible;4;304;06/10/2021;8.6.68.1225
pire application pour écouter la musique gratuitement quand on veut un titre précis il faut se taper toute une playlist nulle avant les recommandations sont vraiment pas cohérentes et on a des pubs toutes les deux chansons même quand ils disent 30 minutes de musique sans interruption en plus leurs pubs sont débilesincohérentesaléatoires bref je ne recommande pas;1;304;30/04/2024;8.9.34.590
plutôt satisfait jusquelà je constate la disparition du widjet pourtant bien pratique depuis la dernière mise à jour le tarif est plutôt cher pour se retrouver avec des fonctions en moins de plus je note que spotify ne répond jamais aux avis suggestions ou problèmes de la communauté je paye pour un abonnement mais peutêtre plus pour longtemps la dernière mise a jour a corrigé le problème de widget enfin plus 1 étoile pour cette raison;3;304;13/09/2019;8.5.23.686
cest super de voir quon peut écouter de la musique hors connexion et même en dehors de cette appli cest vraiment parfait je conseille fortement cette appli seulement un petit problème il y a eu un beug dans une de mes playlists je la modifie mais les musiques se déplacent nimporte comment régler ce problème svp;5;303;21/01/2024;8.9.6.458
la musique sarrête à chaque fois que le téléphone se met en veille cest très pénible je pensais que cela serait corrigé avec vos mises à jour mais pas du tout vous avez dailleurs supprimé le widget et cest bien dommage toutes ces récentes mises à jour auront conduites à juste dégrader lapplication;2;303;22/08/2019;8.5.18.934
manque de communication sur lévolution des mises à jour une lenteur inégalée depuis quelque temps au point où lappli devient presque inutilisable des modifications pas toujours compréhensibles et pas forcément utiles à mon goût ne pas oublier que lêtre humain est réfractaire au changement par nature et particulièrement si linfo est absente bien sûr que lamélioration est utile mais à vouloir trop en faire on tue la poule aux oeufs dor jenvisage sérieusement de changer ciao;4;300;18/12/2023;8.8.96.364
je trouve lapplication plutôt bien faite de manière global gros point positif sur les recommandations de titre et les playlist déjà définies cependant sur portable on ne peut pas changer de musique ni écouter celle quon veut dans notre playlist ce qui est un peu débile autant rester sur lapplication initiale du téléphone;3;300;24/01/2022;8.6.98.900
bonne appli mais je ne mets que 4 étoiles car elle rajoute automatiquement des titres à nos playlists en tout cas pour la version gratuite jai regardé dans les paramètres mais je nai pas trouvé comment régler cela si les développeurs peuvent changer cela ou dire comment le désactiver si cest possible ça serait chouette car cest une bonne appli et lespubs ne sont pas trop intempestives voilà à part ça je recommande;4;299;11/07/2020;8.5.66.1002
la nouvelle baisse de son dès quon change de musique est insupportable lapplication narrive pas du tout à gérer en cas de déconnexion réseau dans les transports par exemple donc même si jai du contenu téléchargé lapplication va mouliner pendant de longues minutes cest ridicule puisque mon contenu en censé être disponible hors ligne;1;296;29/08/2024;8.9.68.456
très bonne application où je trouve presque tous les groupes artistes et titres que je veux je ne regrette pas davoir pris la version premium seul problème il y a parfois des bugs sur mon téléphone quand je suis en connexion wifi lappli me dit que je suis hors connexion et il faut attendre quelques minutes en enlevant puis remettant le wifi ou en fermant et réouvrant la page;4;295;25/11/2019;8.5.32.889
cette application cest vraiment la meilleureje vous la conseille fortement il y a tout type de musiqueon peut faire les playlists quon veutil y a des potcastes il ny a pas de pub si on prend labonnement ps labonnement vaut vraiment le coup il y a aussi des rétrospective très bien faite bref cest une très très bonne application;5;295;24/12/2023;8.8.96.364
je ne sais pas ce qui se passe avec spotify depuis hier 9 avril mais jai perdu la barre de la chanson qui joue au bas de lécran ce qui fait que je ne peux pas mettre pause stop je dois me déconnecter de lapplication pour que la musique arrête lorsque je me reconnecte la barre revient mais disparaît à nouveau dès que je sors de lapplication et que je reviens dedans sérieux cest vraiment ordinaire surtout que je paye en plus;1;295;11/04/2022;8.7.20.1261
super appli pas mal dartistes et styles musicaux différents facile cette appli est free pour ceux qui le souhaitent il y a labonnement premium999 il y a un essai pour labonnement free 1mois après obliger de passer à un abonnement premium seul inconvénient il y a quelque années de ça je lavais téléchargé mais je trouvais lapplication pas assez avancée mais maintenant il y a eu de lévolution niveau choix musique voilà mon avis personnel en espérant vous aidez;5;294;18/09/2020;8.5.76.962
en tout sincérité jaime énormément cette application il y a un vaste choix de musiques et jen découvre de nouvelles chaque semaine à noter que jécoute réellement tout le temps de la musique récemment les paroles ont été mises en fonctionnalité premium ce qui me fait hésiter à passer chez un concurrent car cette fonctionnalité était à lorigine promis pour les profils publics jespère que vous prendrez compte de ce commentaire car tout le monde ne peut pas payer le premium;3;294;02/05/2024;8.9.34.590
incroyable spotify a toute les musiques voulus pour les podcasts aussi presque on peut écouter sans être sur lapplication et il est possible dutiliser lappli à bonne escient sans être abonné de nombreux choix de musique on lon peut en découvrir plus grâce aux recommandations je conseille fortement;5;293;17/08/2023;8.8.58.473
jaime beaucoup cette application spotify elle est vraiment très bien je vous la conseille vraiment vraiment vraiment aucun problème pour moi peutêtre que les personnes a un problème avec leur téléphone mais quand tu as un iphone ça marche très très bien ou un samsung peutêtre avec un wiko ça dépend vraiment de la qualité de votre téléphone spotify na pas de problème avec moi je nai jamais entendu de mauvaises critiques sur spotify je vous le conseille vraiment beaucoup;5;288;29/06/2019;8.5.11.762
très bonne appli qui permet de découvrir des musiques et de créer des playlist en revanche je signale un point qui pourrait être amélioré et qui servira à tous les parents serait il possible dêtre exempté des annonces et publicités en tout genre pendant les playlist faites pour endormir les bébés et enfants cest particulièrement agaçant le point négatif de cette appli en général est de toute façon lié aux trop nombreuses publicités bonne appli néanmoins;3;288;13/03/2024;8.9.20.574
les recommandations musicales sont très pertinente dans les playlists proposées par spotify la nouvelle pochette pour les daily mixes sont cool mais les numéros sur les pochettes sont tros gros;4;286;16/11/2024;8.9.92.408
le service est catastrophique si vous nêtes pas abonné a la différence de lapplication pc on ne choisit pas les morceaux joués mode aléatoire forcé on ne peut sauter un musique que 5 fois par heure plus les coupures pubs ça fait vraiment beaucoup ne vous lancez la dedans que si vous comptez utiliser lapplication pc ou si vous avez le budget pour un abonnement vraiment pitoyable;1;286;30/09/2022;8.7.68.568
abonnement family premium depuis des années grand acheteur de disques je suis passé sans problème au premium pour le prix dun cd jen achetais 4 en moyenne par mois je suis et reste attaché à spotify parce que je lutilise depuis des années le catalogue me convient jattends plus particulièrement le passage en qualité audio supérieure très impatiemment ayant testé chez la concurrence ça risque de me faire passer à une autre application rapidement;4;286;09/10/2020;8.5.78.909
bonjour serait il possible dajouter un bouton pour passer à la chanson suivante dans la barre de la chanson en cours au dessus du menu à côté de pause et coeur ce serait vraiment chic de votre part bonne journée et comment savoir facilement combien de chansons il y a dans une playlist je le vois uniquement en partageant la playlist ce serait bien de lavoir quand on la consulte plutôt non et vous avez prévu dajouter les paroles des chansons merci;4;284;16/08/2021;8.6.52.911
accessibilité de nombreux titres disponibles et dans tous les genres algorithme globalement bon pour les propositions de nouveaux sons en revanche il serait bien de remettre la possibilité dajouter de multiples sons à une playlist ou un son à plusieurs playlist en une fois comme on en a brièvement eu loccasion auparavant car devoir faire ajouter à une playlist pour chaque son fait perdre un temps de dingue et ça magace tellement que je ne prends même plus la peine de faire le tri;4;284;23/09/2023;8.8.72.630
je suis tombé amoureux de spotify jai découvert des artistes extraordinaires aussi divers que variés sur ce service de streaming pour quelquun comme moi qui a un budget financier très limité cest une véritable boite de pandore gros bémol et donc une seule étoile car lapplication bug régulièrement ces derniers temps la lecture des chansons se met en pause toute seule quand le smartphone nest pas manipulé ce qui est tres énervant et ruine totalement lexpérience utilisateur;1;280;17/11/2023;8.8.88.397
jadore depuis le premier jour facile de créer des listes de lecture selon ce que lon veut ou des thèmes je suis passée en mode abonnement rapidement spotify est actif tous les jours dans ma voiture sur mon cellulaire quand je pratique un sport sur mon système bose sur ma télévision ça cest lfun car on voit des vidéos ou histoire de la chansonje suis accro;5;280;24/04/2020;8.5.54.869
la nouvelle interface de la page daccueil est vraiment une mauvaise idée cest brouillon et pas intéressant de voir les minis vidéos lancienne version permettait de trouver rapidement les anciennes écoutes et les recommandations merci de rendre disponible lancienne interface le plus rapidement possible;1;277;23/11/2023;8.8.88.397
excellente application de musique même si vous avez la version non payante elle demeure facile dutilisation avec une interface très conviviale seul bémol ce sont souvent les mêmes pubs qui sont présentées suggestions varier les pubs et adapter cellesci selon la langue choisie par lutilisateur dans ses paramètres donc si on a configuré notre interface en français eh bien ce serait apprécié de navoir que des pubs en français sinon tout le reste est parfait;5;277;30/01/2021;8.5.94.839
très bonne application pour la version premium en tout cas appart par momment des coupures lecture saccadé on a limpression que malgrés la synchro de la musique sur lequipement il lit quand même en streaming au lieu de prendre sur la memoire cache ce qui est dommage lorsque lon capte mal ou petit forfait data dommage que la lecture aleatoire ne fonctionne pas il est dommage de ne pas trouver la partie activité des amis comme sur la version pc ou lacces aux media locaux comme sur pc ayant des remix personnel lié a la radio ou je suis sinon lapplication sest bien ameliorer depuis que je lavais tester il y a quelques temps continuez comme ca;4;276;17/12/2018;8.4.84.874
je suis mitigé autant que ça permet de faire des découvertes et davoir accès à un paquet dartistes autant linterface laisse à désirer au niveau de lergonomie il ny a pas de classification autre qualphabetique il ny a pas moyen de ne pas voir les podcast je veux écouter de la musique pas entendre des gens parler et ça reste prédominant sur la page daccueil mais le pire reste la très médiocre interface lié à android auto plein de fonctionnalités sont absentes ou incomplètes;3;274;01/07/2023;8.8.48.523
je trouve tout ce dont jai besoin je suis abonnée en premium je ne rencontre aucun problème on peut faire des sessions découte cest un gros gros plus la session découte cest en gros comme une radio vous lancer des chansons et vos amis peuvent rejoindre cette session et écouter les mêmes chansons choisir les suivantes etc vous pouvez vous trouver à côté comme à des kilomètres je trouve ce concept incroyable;5;272;06/04/2021;8.6.14.975
il y a du choix et la qualité est bonne mais la version gratuite est nulle tout est fait pour quon sabonne les pub ne me dérange pas cest le principe quand cest gratuit mais là cest trop et la lecture aléatoire est très pénibles parfois elle change même dartistes on ne peut pas écouter la musique quon a recherché et on ne peut passer que 6 musiques par heures faut mieux écouter youtube moins de pub et jai les musiques que je souhaite et la qualité tout aussi bonne;1;270;04/03/2024;8.9.18.512
lappli est bien en soi mais difficilement utilisable en mode gratuit énormément de pubs et on ne peut pas écouter ce quon veut quand on choisit un titre le lecteur peut décider den mettre un autre à la place donc je comprends lidée dencourager le premium mais le 1er prix est à plus de 10mois ce qui est cher si on a un usage limité japprécierais par exemple une offre à max 5mois pour un nombre dheures découte limitée ou un volume de données limité;3;268;08/11/2023;8.8.80.599
très bonne appli au départ cela fait plusieurs mois que jutilise cette appli sur plusieurs téléphones mais un peu plus tard lappli devient nul on ne peut plus écouter les musiques dans lordre que lon veut ça devient aléatoire donc si lon tombe sur 7 musiques daffiler que lon ne veut pas écouter ba cest mort car on ne peut swiper que 6 fois par heures;2;266;04/11/2022;8.7.78.382
points positifs la découverte de nouveaux artistesalbumsmorceaux la possibilité infinie découter des vieux trucs quon écoutait quand on était jeune etc point négatif la recherche avancée dun enregistrement particulier en musique classique nest pas facile recherche par label chef dorchestre année cest clairement pas la priorité de spotify;5;265;06/03/2020;8.5.47.1006
jai un abonnement premium pour pouvoir profiter dune écoute sans pubs et surtout pour pouvoir télécharger du contenu et lécouter hors ligne dans des zones où le réseau est mauvais sauf que lapplication ne souvre que si on est en 4g si jai le malheur de me trouver dans une zone 3g je ne peux donc pas écouter ce que jai télécharger en amont car je nai pas accès à lappli cest très agaçant;3;264;21/02/2022;8.7.6.1087
super appli javais un soucis avec mon compte jai été piratée et ça changeait de musique tout seul donc si vous avez le même problème vérifiez vos mails si une connexion est étrangère spotify vous envoie un mail et vous pouvez changer de mot de passe puis vous déconnecter de tous les appareils ça a marché pour moi donc je partage;5;263;23/04/2020;8.5.51.941
cétait une bien jusquà quils abusent sur les abonnements et que toutes les petites options sympa deviennent payantes je pouvais accepter que sur le téléphone il y ait des pubs que je ne puisse pas choisir exactement le morceau mais là on a même plus les paroles et sur ordinateur il était encore possible de choisir ses morceaux et nos playlists maintenant on est saturé par des morceaux quon ne veut pas même quand on les rejete une dizaine de fois de la playlist je men vais ailleurs;1;263;29/07/2024;8.9.60.560
2 ans avec spotify premium sans rien manquer de toutes les nouveautés musicales jadore le mode hors connexion qui me permet lécoute de mes playlists sans utiliser mon forfait mobile je peux partager avec dautres applications diffuser sur dautres appareils et en avoir le contrôle de ce que jai vraiment le goût dentendre au moment présent;5;263;16/12/2019;8.5.33.831
je suis assez contente de lapplication même si je trouve en peu chère à lutilisation parfois il y a des coupure et des grincement jai tout contrôlé paramètres du téléphone et de lapplication je ne comprends toujours pas pourquoi parfois elle fait ce genre de chose peutêtre une mise à jour éliminera le problème;3;259;15/01/2022;8.6.96.422
ca fait au moins 5 ans que je suis sur spotify et jamais de soucis mais depuis la dernière mise à jour ça plante en permanence le chargement ne se fait pas il ny a plus de contrôle via lécran verrouillé ça sarrête puis ça reprend et des fois ça se ferme et il faut relancer lapplication faites quelque chose;1;259;05/05/2020;8.5.56.1186
spotify saméliore de jour en jour et beaucoup de mises à jour très efficaces un très bon service client également il faudrait pouvoir créer ou générer des extraits ou des petits megamix de nos playlists qui deviennent parfois trop grosses et ainsi palier à la fonction aléatoire nonefficace améliorer lergonomie des nouveautés en les classant par catégories car vous mélangez toutes les nouveautés de tous les genres et cest illisible;5;258;19/03/2022;8.7.14.1332
merci pour spotify cependant on peut faire mieux au niveau abonnement certains personnes utilisent spotify rarement au moyen 5h par semaine et je pense un forfait à lheure par exemple 5h 10h 20h par mois sans pub et avec un prix avantageux de 1 à 5 euros par mois pour générer une vague dabonnement et tout le monde est gagnant;5;257;24/07/2023;8.8.54.481
honnêtement à quoi servent les mises à jours aucune modification de lapplication aucun bug réglé je reçois des pubs qui durent longtemps où sest écrit que jen aurais plus pendant 30 minutes résultat jen ai toutes les 5 minutes littéralement et entre les musiques où les paroles nont pas été ajoutées et les paroles qui nont rien à voir avec la musique la musique était en portugais et les paroles en espagnol cétait même pas en accord avec la musique bref cest claqué;1;257;08/04/2022;8.7.18.1138
une formidable application en amélioration constante on y retrouve même la plus obscure et inconnue des chansons de la musique baroque et médiévale au métal rock aux bandes orginales de film chinois en passant par la variété thaïlandaise portugaise française et lopéra sans parler des textes des chansons si je ne devais garder quune seule application dans mon téléphone ce serait celle là proposition damélioration la traduction des paroles dans une application déjà formidable merci;5;256;14/10/2023;8.8.76.667
je suis hyper fan de lapplication mais cest vrai que ces derniers temps pas mal de bug quand on choisi une chanson celle ci se joue deux fois avant de poursuivre sur la lecture en continu et depuis 1 semaine je nai plus la lecture en continu qui se fait suggestions lors de la lecture avoir un bouton dajout rapide vers la dernière playlist créé actuellement il faut cliquer 3fois pour cette opération 1908 complétement instable les musiques de lancent 1x sur 10 et se coupe;4;256;09/10/2020;8.5.78.909
je suis très déçue jutilise spotify premium depuis un an déjà et depuis quelques jours jai commencé à avoir des problèmes lors de la lecture de musique celleci sarrête après 2 chansons pour aucune raison je suis donc obligée de toujours rester à laffût pour repartir la musique estce quil serait possible de régler ce bug car ça devient assez dérangeant;1;255;16/10/2019;8.5.27.957
la lecture de la musique sarrête tout le temps malgré toutes les résolutions de problèmes que jai pu faire les discussions avec le service client etc le son se coupe mais la lecture ne se met pas en pause que ce soit sur téléphone ou connecté sur des écouteurs bluetooth ou même filaires ça devient problématique et lourd à force;1;255;19/12/2023;8.8.96.364
a fuir au début lapp était géniale je crois quil y avait une période dessai mais lorsquelle sest terminée cest devenu une catastrophe on ne peut plus écouter les sons de notre playlist comme on veut ni écouter en boucle quand on cherche une musique ça nous affiche une playlist et on est même pas sûrs de pouvoir lécouter tout ça pour dire que je vais aller voir chez deezer vraiment déçue car cétait bien au début;1;255;28/09/2023;8.8.74.652
une audiothèque très fournie riche en contenu de quoi satisfaire tous les goûts et les mélomanes ne seront pas déçus le mode découte aléatoire intelligent est une belle idée cependant lenregistrement de certaines chansons devrait progresser car manque parfois de régularité en volume ingénieurs du son à vos écouteurs;5;254;11/10/2024;8.9.80.581
très franchement la nouvelle interface est déplorable je suis client spotify payant peut être plus pour très longtemps vu la tournure que prend cet application pour ma part je paye pour une application qui me permet découter la musique que je veux et pas celle que lapplication veut me faire écouter un petit tour du côté de la concurrence simpose donc;1;253;24/04/2023;8.8.28.409
après une très longue attente il semblerait que spotify accepte enfin de faire attention aux remarques de ses utilisateurs application très agréable qui peut forcément encore devenir meilleure sils pouvaient commencer par mieux communiquer avec nous ne seraitce quau travers de partchnotes sur le store ce serait vraiment agréable;4;253;16/04/2022;8.7.20.1261
passer de amazon music à spotify cest déconcertant la musique ne saute plus lorsque je suis sur une autre appli ou lorsque je prends une photo ça fait tellement bizarre que je me demande comment jai pu rester si longtemps sur une application aussi instable pour linstant jai retrouvé les musiques que jaime jattends de voir si ça continue mais cest un vrai plaisir la musique démarre dès le départ et plus des minutes après;4;252;30/08/2023;8.8.64.554
jaime vraiment spotify je suis passée à premium pour pouvoir écouter hors connexions je nai aucun bugs je recommande à ceux qui peuvent prendre premium sans premium cest aussi bien mais il y a toujours des pubs et pas découte hors connexions cest vraiment une bonne application je lui trouve aucuns défauts vraiment mis à part que je ne trouve pas certains sons mais cest des sons vraiment pas connu et très peu écouté donc je ne men plains pas;5;252;23/08/2020;8.5.72.800
lapplication est générale est super mais la quantité dannonces entre les chansons est incroyable je comprend quil y ait des désavantages si on ne paye pas mais il y a des annonce a tout les deux chanson et parfois il y en a deux trois et la même plusieurs fois de suite ca rend lexpérience très désagréable je ne passe pas beaucoup de temps sur lapplication et donc je passe au moins autant de temps a écouter des annonces que ma musique;3;252;16/05/2023;8.8.32.508
jai acheté spotify premium et lapplication nest vraiment pas optimisée pour le mode hors connexion beug interruptions de la musique etc le moment ou on écoute le plus de musiques est en général dans la rue ou il ny a pas forcément de connexion internet il est donc peu judicieux de ne pas avoir optimisé cet aspect la edit top plus aucun beug depuis que jai 4g illimité lol;5;252;23/10/2024;8.9.84.594
super application mais plus on lutilise plus on a de la pub de plus sur les playlists quand on utilise lecture aléatoire ce sont toujours les mêmes titres qui sortent jai une playlist de près de 160 titres et il y en a certaines qui ne sont jamais sorties aussi dans les titres likés on peut avoir des interruptions dites titres suggérés avec des chansons qui nont rien avoir avec vos écoutes;3;251;02/04/2022;8.7.18.1138
les problèmes ultra chiants que javais signalé ont été résolu par contre le partenariat avec musixmatch audébut je trouvais ça chouette mais étant donné que les paroles sont soit complètement à côté de la plaque soit pas synchronisées soit juste inexistante et que sur cette fameuse application tout bug et est inutilisable genre ajouter des paroles ça rajoute un gros point négatif à spotify;4;250;10/12/2021;8.6.86.1231
terrible si lon possède la version gratuite les publicités ne sont pas le problème ici elles sont peu nombreuses et ne durent pas longtemps ici je parle de lapplication ellemême la version gratuite est horrible vous ne pouvez pas choisir les musiques que vous voulez écouter dans une playlist et aussi spotify rajoute des musiques dans vos playlists donc vous ne pouvez pas choisir ou encore écouter ce que vous voulez ni même ajuster le temps reculer la musique est impossible;1;250;10/08/2020;8.5.69.834
toujours autant de bugs incompréhensibles lapp ne charge pas la musique dans tous les modes de connexion coupe sans arrêt mm en playlist dl joue des titres jamais streamés en plein milieu dune écoute alors quon est en premium je suis de en déçue alors que jadore cette app il serait sympa de corriger tous ces bugs cest fatiguant;4;250;09/04/2024;8.9.26.592
depuis la mise à jour cette appli est devenue une catastrophe elle na plus aucuns intérêts le but étant de pouvoir écouter la musique que lon souhaite dans lordre que lon veut ce qui est devenu impossible les publicités y sont omniprésentes environ toutes les deux chansons on ne peut pas sauter les chansons autant de fois que lon veut bref il va falloir régler ça parce que cela devient vraiment pénible la version précédente était beaucoup mieux et moins discriminatoire;1;249;29/01/2022;8.6.98.900
réglé aujourdhui la nouvelle mise à jour a enlevé un paramètre avant quand on tirait du haut vers le bas quand on était tout en haut dune playlist on avait la barre de recherche dans la playlist la possibilité de trier les musiques ces deux options ont disparu cest vraiment dommage seraitil possible de les remettre dans une prochaine mise à jour;5;249;11/07/2023;8.8.50.466
lapplication fait defaut de plus en plus sans raison apparante je perds acces à mes téléchargements si je ne me connecte pas à un wi fi tous les 24h pourtant je paie pour avoir cette option présentement spotify ma déconnecté de mon compte et refuse laccès le soutien technique nest jamais rejoignable je me retrouve donc avec aucune musique et une facture mensuelle de 11 très décevant;1;248;08/03/2022;8.7.8.1206
jadore cette application toute ma famille à toujours été fan de musique il y a donc de la musique constamment chez nous et nous écoutons notre musique sur spotify depuis très longtemps jai toujours aimé les mises à jour de cette application cependant la dernière mise à jour ma beaucoup déçu celle où quand on écoute une musique hors playlist on na plus de titre proposé après mais juste la musique remis une cinquantaine de fois;4;248;17/02/2024;8.9.14.543
on ne peut rien contrôler il faut premium pour tout je ne peux pas revenir à une chanson je ne peux pas choisir quelle moment je veux écouter de la chanson je peux passer une chanson que 6 fois quand je veux écouter une chanson sa met une autre chanson un désastre nous navons pas tous largent pour premium que des égoïste qui pensent à largent et il y a des murs chaque 5 minutes et il ny a même pas les paroles horrible;1;248;02/03/2024;8.9.18.512
jai un énorme bug depuis quelques semaines on dirait que mon lapplication narrive pas à trouver où il a stocker mes téléchargement il joue une chanson aléatoirement sur 10 mais les chansons non téléchargé il ny a pas de problème cest un peu fatiguant le truc que jai trouvé cest de faire avance recule jusquà ce que la chanson joue ça peut prendre cependant une éternité comme ça peut prendre 20 secondes pour que la chanson se mette à jouer;3;246;03/04/2022;8.7.18.1138
depuis la dernière mise à jour jai des gros problèmes pour écouter les morceaux en continu la musique commence et sinterrompt au bout de 510s si je change de chanson cela se répète à nouveau si je laisse un morceau en attente soudain au bout de 1 2 3 min cest très variable il reprend utiliser cette application devient impossible voir désagréable si cela continue je vais aller voir ailleurs dommage avant cela était super même avec la pub;1;246;05/09/2019;8.5.21.754
super appli en revanche jai récemment remarqué que lorsque je veux écouter un podcast pour en citer quelques uns les couilles sur la table histoires de darons ça commence souvent par une petite publicité alors que jai un abonnement je paie un abonnement justement pour ne pas avoir à entendre des informations qui ne mintéressent pas et que je ne souhaite pas entendre je ne comprends donc pas;4;246;21/06/2020;8.5.60.1013
les podcasts que jécoute fonctionnaient bien il y a 2 mois en revanche cela fait depuis 1 mois que je ne peux plus lire le podcast voici le message derreur aucun episode de ce podcast nest disponible pour le moment veuillez réessayer plus tard aucune possibilité de report le problème et en ligne impossible de trouver une résolution jai pourtant installer et desinstaller lapplication mais ça ne fonctionne toujours pas serait il possible davoir de laide;3;245;11/04/2024;8.9.30.433
coupures intempestives depuis la dernière mise à jour il se produit des coupures 4 à 5 pendant la chanson je ne trouve pas de solution à ce problème sur la hotline du site je trouve déplorable que le service client ne soit pas performant surtout en ayant un abonnement onéreux jespère que ce problème sera résolu rapidement sinon je serai contrainte de me désabonner;1;245;24/08/2019;8.5.20.857
une de mes meilleures applis je lutilise tout le temps elle mest devenue indispensable je propose cependant un une fonction en plus que lon puisse lire nos playlists à lenvers cestàdire commencer la playlist depuis le bas afin de pouvoir lire en premier les nouvelles musiques quon a ajoutées dans la playlist et remonter vers les musiques plus anciennes sinon rien à dire jutilise spotify premium depuis environ 5 ans sans jamais être déçue merci bcp pour cette applis;5;245;20/09/2023;8.8.70.532
très bonne application rien à dire de plus même si je nai pas la version prenium cela ne mempêche absolument pas découter les musiques cependant je remarque en ce moment que certaines chansons enfin un bonne partie des musiques non plus de paroles disant les paroles ne sont pas encore attribué à cette chanson alors que quelques mois plus tôt les paroles y étaient;4;245;28/09/2023;8.8.74.652
une bonne appli où lon trouve quasiment tout ce que lon cherche qualité sonore au rdv des points à améliorer sur la navigation qui nest pas toujours intuitive au sein dune même playlist ou pour trouver des morceaux dun album doù serait issue la chanson écoutée de lartiste ma navigation via android auto est vraiment pas top;4;245;17/10/2022;8.7.74.443
spotify répercute la moindre taxe sur le coût de labonnement consternant il manque cruellement une option pour ne pas afficher les compilations dans les réponses aux recherches pour écouter la version de originale de certains albums il faut passer par la réédition deluxe et se faire une playlist cest lourd les fichiers locaux ne sont pas mémorisés par lapplication non plus;2;245;28/05/2024;8.9.42.575
